,invoice_num,total,invoice_name,invoice_date,customer_id,country
260372,514509,3439.0200000000004,514509,07/04/10 01:10,15369.0,United Kingdom
260409,514510,276.75,514510,07/04/10 01:27,14647.0,United Kingdom
260430,514511,414.19000000000017,514511,07/04/10 01:31,16032.0,United Kingdom
260483,514512,146.78,514512,07/04/10 01:33,14247.0,United Kingdom
260509,514513,347.7,514513,07/04/10 01:46,13029.0,United Kingdom
260513,514514,371.6899999999999,514514,07/04/10 01:59,15976.0,United Kingdom
260583,514515,724.5600000000001,514515,07/04/10 02:13,14828.0,United Kingdom
260591,514516,293.11000000000007,514516,07/04/10 02:27,17406.0,United Kingdom
260640,514517,664.8,514517,07/04/10 03:36,13089.0,United Kingdom
260642,514518,423.24,514518,07/05/10 09:01,17850.0,United Kingdom
260671,514519,270.12,514519,07/05/10 09:20,17850.0,United Kingdom
260695,514520,568.1099999999999,514520,07/05/10 09:27,17850.0,United Kingdom
260725,514521,1172.6399999999999,514521,07/05/10 09:33,13694.0,United Kingdom
260731,514522,-4.7,C514522,07/05/10 09:35,12529.0,France
260733,514523,288.02,514523,07/05/10 09:38,17850.0,United Kingdom
260759,514524,561.2,514524,07/05/10 09:45,14655.0,United Kingdom
260767,514525,990.0,514525,07/05/10 09:45,13629.0,United Kingdom
260772,514526,-51.0,C514526,07/05/10 09:55,15430.0,United Kingdom
260777,514527,50.400000000000006,514527,07/05/10 09:56,17960.0,United Kingdom
260786,514528,-14.850000000000001,C514528,07/05/10 09:58,12708.0,Germany
260787,514529,534.7200000000003,514529,07/05/10 09:58,12681.0,France
260823,514530,631.3799999999999,514530,07/05/10 09:59,17850.0,United Kingdom
260852,514531,587.24,514531,07/05/10 10:02,17850.0,United Kingdom
260881,514532,1570.2999999999997,514532,07/05/10 10:07,,United Kingdom
261029,514533,276.25,514533,07/05/10 10:18,16974.0,United Kingdom
261034,514534,395.12,514534,07/05/10 10:29,17850.0,United Kingdom
261061,514535,-21.95,C514535,07/05/10 10:36,13861.0,United Kingdom
261063,514536,-9.95,C514536,07/05/10 10:37,13152.0,United Kingdom
261064,514537,310.4,514537,07/05/10 10:38,15291.0,United Kingdom
261073,514538,-19.5,C514538,07/05/10 10:39,16835.0,United Kingdom
261075,514539,-19.79,C514539,07/05/10 10:41,18217.0,United Kingdom
261077,514540,414.18999999999994,514540,07/05/10 10:42,17850.0,United Kingdom
261106,514541,-7.95,C514541,07/05/10 10:45,14217.0,United Kingdom
261107,514542,450.0,514542,07/05/10 10:48,18179.0,United Kingdom
261108,514543,-1.25,C514543,07/05/10 10:48,17380.0,United Kingdom
261109,514544,204.02,514544,07/05/10 10:50,17238.0,United Kingdom
261155,514545,574.12,514545,07/05/10 10:50,17850.0,United Kingdom
261184,514546,-17.700000000000003,C514546,07/05/10 10:54,15628.0,United Kingdom
261185,514547,-43.95,C514547,07/05/10 10:54,16161.0,United Kingdom
261187,514548,-29.700000000000003,C514548,07/05/10 10:56,13299.0,United Kingdom
261189,514549,-56.760000000000005,C514549,07/05/10 10:58,16684.0,United Kingdom
261193,514550,-29.9,C514550,07/05/10 11:06,15754.0,United Kingdom
261194,514551,141.25,514551,07/05/10 11:11,17376.0,United Kingdom
261216,514552,182.0,514552,07/05/10 11:13,16161.0,United Kingdom
261239,514553,186.18000000000004,514553,07/05/10 11:15,14710.0,United Kingdom
261276,514554,148.32,514554,07/05/10 11:17,15885.0,United Kingdom
261285,514555,407.21999999999997,514555,07/05/10 11:20,17850.0,United Kingdom
261313,514556,564.9999999999999,514556,07/05/10 11:26,17850.0,United Kingdom
261343,514557,-5.9,C514557,07/05/10 11:36,17667.0,United Kingdom
261344,514558,289.58000000000004,514558,07/05/10 11:38,17850.0,United Kingdom
261370,514559,469.81,514559,07/05/10 11:39,17850.0,United Kingdom
261399,514560,-7.15,C514560,07/05/10 11:39,14194.0,United Kingdom
261400,514561,-22.75,C514561,07/05/10 11:46,14426.0,United Kingdom
261404,514562,-16.95,C514562,07/05/10 11:47,16961.0,United Kingdom
261405,514563,864.0299999999999,514563,07/05/10 11:48,15039.0,United Kingdom
261440,514564,19.5,514564,07/05/10 11:49,,United Kingdom
261446,514565,293.0,514565,07/05/10 11:54,17850.0,United Kingdom
261471,514566,12.75,514566,07/05/10 11:56,,United Kingdom
261472,514567,280.15999999999997,514567,07/05/10 11:56,15627.0,United Kingdom
261484,514573,14.25,514573,07/05/10 12:00,17961.0,United Kingdom
261488,514583,466.20000000000005,514583,07/05/10 12:06,17949.0,United Kingdom
261489,514584,0.0,514584,07/05/10 12:06,,United Kingdom
261490,514597,181.93999999999997,514597,07/05/10 12:09,13041.0,United Kingdom
261498,514599,18.3,514599,07/05/10 12:13,12755.0,Japan
261508,514600,553.78,514600,07/05/10 12:15,17850.0,United Kingdom
261537,514601,378.18,514601,07/05/10 12:16,17850.0,United Kingdom
261565,514602,-18.3,C514602,07/05/10 12:19,12755.0,Japan
261575,514603,-5.6,C514603,07/05/10 12:22,,United Kingdom
261577,514611,-8.5,C514611,07/05/10 12:25,12583.0,France
261578,514613,329.29999999999995,514613,07/05/10 12:25,18172.0,United Kingdom
261595,514623,0.0,514623,07/05/10 12:31,,United Kingdom
261596,514630,182.63,514630,07/05/10 12:34,16458.0,United Kingdom
261609,514639,622.0000000000001,514639,07/05/10 12:38,14680.0,United Kingdom
261624,514643,1113.7000000000003,514643,07/05/10 12:40,12469.0,Thailand
261690,514660,731.48,514660,07/05/10 12:49,15678.0,United Kingdom
261729,514661,552.1700000000002,514661,07/05/10 12:50,14701.0,United Kingdom
261802,514662,0.85,514662,07/05/10 12:53,14701.0,United Kingdom
261803,514663,223.28000000000003,514663,07/05/10 01:01,,United Kingdom
261832,514664,409.00000000000006,514664,07/05/10 01:03,17774.0,United Kingdom
261872,514665,481.78999999999974,514665,07/05/10 01:04,16110.0,United Kingdom
261967,514666,140.70000000000002,514666,07/05/10 01:05,16493.0,United Kingdom
261973,514667,103.75999999999999,514667,07/05/10 01:10,15969.0,United Kingdom
261976,514668,141.29999999999998,514668,07/05/10 01:14,17867.0,United Kingdom
262005,514669,23.4,514669,07/05/10 01:15,17080.0,United Kingdom
262006,514670,78.0,514670,07/05/10 01:15,15611.0,United Kingdom
262008,514671,366.75000000000006,514671,07/05/10 01:20,16177.0,United Kingdom
262026,514672,384.69,514672,07/05/10 01:24,17464.0,United Kingdom
262045,514673,306.74999999999994,514673,07/05/10 01:26,17491.0,United Kingdom
262054,514674,0.0,514674,07/05/10 01:28,,United Kingdom
262055,514675,210.58999999999997,514675,07/05/10 01:28,13069.0,United Kingdom
262065,514676,106.5,514676,07/05/10 01:34,14606.0,United Kingdom
262094,514677,498.9599999999999,514677,07/05/10 01:37,12953.0,United Kingdom
262125,514678,20.16,514678,07/05/10 01:38,15768.0,United Kingdom
262129,514679,1892.8700000000003,514679,07/05/10 01:46,16705.0,United Kingdom
262156,514680,95.53000000000002,514680,07/05/10 01:53,16444.0,United Kingdom
262176,514681,71.15,514681,07/05/10 01:55,16158.0,United Kingdom
262181,514682,579.3499999999999,514682,07/05/10 01:56,12693.0,Germany
262211,514683,-4.95,C514683,07/05/10 01:57,17115.0,United Kingdom
262212,514684,-6.300000000000001,C514684,07/05/10 02:08,17287.0,United Kingdom
262213,514685,555.9399999999998,514685,07/05/10 02:11,15076.0,United Kingdom
262243,514686,95.46000000000001,514686,07/05/10 02:14,17742.0,United Kingdom
262247,514687,0.0,514687,07/05/10 02:34,,United Kingdom
262248,514688,139.06,514688,07/05/10 02:39,16668.0,United Kingdom
262256,514689,-152.64000000000001,C514689,07/05/10 02:39,17307.0,United Kingdom
262257,514690,187.67,514690,07/05/10 02:41,17068.0,United Kingdom
262285,514691,271.25000000000006,514691,07/05/10 02:43,17469.0,United Kingdom
262299,514692,145.5,514692,07/05/10 02:47,12500.0,Germany
262305,514693,194.76999999999995,514693,07/05/10 02:48,17287.0,United Kingdom
262330,514694,118.35000000000002,514694,07/05/10 02:58,17757.0,United Kingdom
262349,514695,639.9,514695,07/05/10 03:04,13798.0,United Kingdom
262352,514696,13.919999999999998,514696,07/05/10 03:09,14900.0,United Kingdom
262353,514697,359.47999999999996,514697,07/05/10 03:09,18258.0,United Kingdom
262362,514698,0.0,514698,07/05/10 03:17,,United Kingdom
262363,514699,0.0,514699,07/05/10 03:17,,United Kingdom
262364,514700,0.0,514700,07/05/10 03:18,,United Kingdom
262365,514701,0.0,514701,07/05/10 03:19,,United Kingdom
262366,514702,0.0,514702,07/05/10 03:19,,United Kingdom
262367,514703,90.0,514703,07/05/10 03:20,17307.0,United Kingdom
262368,514704,0.0,514704,07/05/10 03:21,,United Kingdom
262369,514705,213.01999999999998,514705,07/05/10 03:21,16558.0,United Kingdom
262380,514706,0.0,514706,07/05/10 03:21,,United Kingdom
262381,514707,0.0,514707,07/05/10 03:22,,United Kingdom
262382,514708,0.0,514708,07/05/10 03:22,,United Kingdom
262383,514709,0.0,514709,07/05/10 03:26,,United Kingdom
262384,514710,0.0,514710,07/05/10 03:27,,United Kingdom
262385,514711,0.0,514711,07/05/10 03:27,,United Kingdom
262386,514712,0.0,514712,07/05/10 03:28,,United Kingdom
262387,514713,0.0,514713,07/05/10 03:29,,United Kingdom
262388,514714,611.7,514714,07/05/10 03:42,14918.0,United Kingdom
262404,514715,210.9,514715,07/05/10 04:05,17218.0,United Kingdom
262422,514716,501.3299999999999,514716,07/05/10 04:07,15253.0,United Kingdom
262450,514719,309.36,514719,07/05/10 04:33,13450.0,United Kingdom
262458,514720,524.3,514720,07/05/10 04:35,14911.0,EIRE
262471,514721,1547.0100000000002,514721,07/05/10 04:48,15311.0,United Kingdom
262527,514722,475.15000000000015,514722,07/05/10 04:59,17589.0,United Kingdom
262567,514723,281.54999999999995,514723,07/05/10 05:28,14818.0,United Kingdom
262595,514724,302.92999999999995,514724,07/06/10 08:46,16503.0,United Kingdom
262616,514725,153.95000000000002,514725,07/06/10 09:06,16497.0,United Kingdom
262626,514726,172.55,514726,07/06/10 09:12,14898.0,United Kingdom
262635,514727,426.0,514727,07/06/10 09:39,17679.0,United Kingdom
262642,514728,2162.180000000001,514728,07/06/10 09:51,,United Kingdom
262869,514729,3274.4,514729,07/06/10 09:52,15061.0,United Kingdom
262890,514730,107.63999999999999,514730,07/06/10 09:53,14609.0,United Kingdom
262893,514731,545.9,514731,07/06/10 09:53,15061.0,United Kingdom
262897,514732,283.61,514732,07/06/10 09:56,15061.0,United Kingdom
262902,514734,478.15999999999997,514734,07/06/10 09:58,14679.0,United Kingdom
262922,514736,492.6199999999999,514736,07/06/10 09:59,16746.0,United Kingdom
262946,514744,342.44000000000005,514744,07/06/10 10:07,14228.0,United Kingdom
262967,514759,422.1,514759,07/06/10 10:12,16570.0,United Kingdom
262978,514774,423.9,514774,07/06/10 10:22,14911.0,EIRE
262995,514785,147.0,514785,07/06/10 10:31,13082.0,United Kingdom
262999,514797,892.5,514797,07/06/10 10:37,16422.0,United Kingdom
263005,514800,194.80000000000004,514800,07/06/10 10:41,15650.0,United Kingdom
263016,514801,227.39999999999998,514801,07/06/10 10:42,16576.0,United Kingdom
263030,514802,127.76000000000002,514802,07/06/10 10:48,13963.0,United Kingdom
263039,514803,119.69999999999999,514803,07/06/10 10:54,17901.0,United Kingdom
263041,514804,-16.25,C514804,07/06/10 10:56,13813.0,Germany
263044,514805,30.0,514805,07/06/10 11:05,17901.0,United Kingdom
263045,514806,149.12000000000003,514806,07/06/10 11:21,16393.0,United Kingdom
263079,514807,160.24999999999997,514807,07/06/10 11:29,12835.0,United Kingdom
263098,514808,591.6600000000001,514808,07/06/10 11:39,12403.0,Denmark
263102,514809,816.6,514809,07/06/10 11:44,12678.0,France
263108,514810,294.88,514810,07/06/10 11:56,12431.0,Australia
263118,514811,293.61000000000007,514811,07/06/10 11:58,15738.0,United Kingdom
263126,514812,210.89999999999998,514812,07/06/10 12:01,17377.0,United Kingdom
263154,514813,17.85,514813,07/06/10 12:06,17377.0,United Kingdom
263155,514814,219.90000000000003,514814,07/06/10 12:15,12402.0,Belgium
263166,514823,829.2500000000001,514823,07/06/10 12:19,12730.0,Germany
263213,514824,308.96,514824,07/06/10 12:21,17651.0,United Kingdom
263226,514825,278.25,514825,07/06/10 12:38,16153.0,United Kingdom
263241,514826,127.30000000000003,514826,07/06/10 01:13,14452.0,United Kingdom
263271,514827,315.81,514827,07/06/10 01:15,15841.0,United Kingdom
263277,514828,545.96,514828,07/06/10 01:49,15245.0,United Kingdom
263294,514829,306.7,514829,07/06/10 01:55,14745.0,United Kingdom
263310,514830,303.79999999999995,514830,07/06/10 01:56,12825.0,United Kingdom
263324,514831,17.0,514831,07/06/10 01:56,14745.0,United Kingdom
263325,514832,-18.45,C514832,07/06/10 02:00,17867.0,United Kingdom
263327,514833,-2.5,C514833,07/06/10 02:03,14295.0,United Kingdom
263328,514834,439.32,514834,07/06/10 02:05,15061.0,United Kingdom
263334,514835,1402.93,514835,07/06/10 02:25,,United Kingdom
263484,514836,201.4,514836,07/06/10 02:38,14186.0,United Kingdom
263498,514837,12.7,514837,07/06/10 02:44,,United Kingdom
263500,514838,135.46000000000004,514838,07/06/10 02:44,14239.0,United Kingdom
263508,514839,499.9,514839,07/06/10 02:46,16126.0,United Kingdom
263520,514840,53.1,514840,07/06/10 02:57,14876.0,United Kingdom
263521,514841,832.8999999999997,514841,07/06/10 03:05,12749.0,United Kingdom
263561,514842,218.36,514842,07/06/10 03:12,13491.0,United Kingdom
263570,514843,313.63,514843,07/06/10 03:15,17730.0,United Kingdom
263578,514844,395.61999999999995,514844,07/06/10 03:17,15125.0,United Kingdom
263590,514845,247.49999999999997,514845,07/06/10 03:50,18171.0,United Kingdom
263600,514846,-96.0,C514846,07/06/10 04:07,13027.0,United Kingdom
263601,514847,4.95,514847,07/06/10 04:08,,United Kingdom
263602,514848,-71.7,C514848,07/06/10 04:10,12709.0,Germany
263605,514849,58.5,514849,07/06/10 04:13,17707.0,United Kingdom
263607,514850,750.7600000000002,514850,07/06/10 04:14,17145.0,United Kingdom
263654,514851,252.8,514851,07/06/10 04:26,17145.0,United Kingdom
263669,514852,348.56000000000006,514852,07/06/10 04:36,16229.0,United Kingdom
263691,514856,112.46000000000002,514856,07/06/10 04:52,13909.0,United Kingdom
263702,514857,107.8,514857,07/06/10 05:30,15879.0,United Kingdom
263703,514858,81.36,514858,07/07/10 08:42,14279.0,United Kingdom
263704,514859,367.2,514859,07/07/10 08:44,13798.0,United Kingdom
263705,514860,138.24,514860,07/07/10 08:46,13199.0,United Kingdom
263706,514861,362.20000000000005,514861,07/07/10 09:29,13327.0,United Kingdom
263722,514862,211.19999999999996,514862,07/07/10 09:36,16859.0,United Kingdom
263738,514863,17.700000000000003,514863,07/07/10 09:37,16859.0,United Kingdom
263739,514864,410.56000000000006,514864,07/07/10 09:39,12632.0,Germany
263760,514865,430.58,514865,07/07/10 09:41,15137.0,United Kingdom
263778,514866,1230.2000000000003,514866,07/07/10 09:42,14016.0,EIRE
263822,514867,554.8,514867,07/07/10 09:49,12583.0,France
263838,514868,-3.75,C514868,07/07/10 09:54,14748.0,United Kingdom
263839,514869,1.25,514869,07/07/10 09:55,14748.0,United Kingdom
263840,514870,1125.0,514870,07/07/10 09:56,16029.0,United Kingdom
263841,514871,529.0,514871,07/07/10 09:58,16029.0,United Kingdom
263844,514872,427.38,514872,07/07/10 10:25,16186.0,United Kingdom
263871,514873,-175.2,C514873,07/07/10 10:26,14154.0,United Kingdom
263872,514874,175.2,514874,07/07/10 10:26,14154.0,United Kingdom
263873,514875,211.2,514875,07/07/10 10:31,17381.0,United Kingdom
263874,514876,2869.5199999999995,514876,07/07/10 10:33,17511.0,United Kingdom
263906,514877,427.0,514877,07/07/10 10:37,13798.0,United Kingdom
263911,514911,302.86,514911,07/07/10 11:15,,United Kingdom
263934,514912,377.59000000000003,514912,07/07/10 11:17,,United Kingdom
263965,514913,283.43,514913,07/07/10 11:17,,United Kingdom
263991,514914,263.54,514914,07/07/10 11:18,,United Kingdom
264008,514916,231.26,514916,07/07/10 11:18,,United Kingdom
264025,514918,147.79,514918,07/07/10 11:18,,United Kingdom
264044,514921,371.69000000000005,514921,07/07/10 11:19,,United Kingdom
264072,514923,222.77,514923,07/07/10 11:19,,United Kingdom
264094,514926,329.8500000000001,514926,07/07/10 11:20,,United Kingdom
264118,514928,357.89000000000004,514928,07/07/10 11:21,,United Kingdom
264147,514931,506.4599999999999,514931,07/07/10 11:21,,United Kingdom
264169,514935,259.3,514935,07/07/10 11:22,,United Kingdom
264189,514936,334.71,514936,07/07/10 11:23,,United Kingdom
264211,514937,-11.9,C514937,07/07/10 11:24,15044.0,United Kingdom
264212,514938,313.40999999999997,514938,07/07/10 11:25,16700.0,United Kingdom
264230,514939,-27.0,C514939,07/07/10 11:31,14621.0,United Kingdom
264232,514940,117.42,514940,07/07/10 11:31,16883.0,United Kingdom
264247,514941,0.0,514941,07/07/10 11:37,,United Kingdom
264248,514942,0.0,514942,07/07/10 11:42,,United Kingdom
264249,514943,138.35000000000002,514943,07/07/10 11:43,14715.0,United Kingdom
264264,514944,0.0,514944,07/07/10 11:43,,United Kingdom
264265,514945,0.0,514945,07/07/10 11:43,,United Kingdom
264266,514946,0.0,514946,07/07/10 11:44,,United Kingdom
264267,514947,0.0,514947,07/07/10 11:45,,United Kingdom
264268,514948,0.0,514948,07/07/10 11:46,,United Kingdom
264269,514949,496.44999999999993,514949,07/07/10 11:53,12759.0,Netherlands
264300,514950,1227.649999999999,514950,07/07/10 11:57,,United Kingdom
264431,514951,162.24,514951,07/07/10 11:57,16443.0,United Kingdom
264432,514954,61.84,514954,07/07/10 12:02,15504.0,United Kingdom
264438,514962,1554.4500000000005,514962,07/07/10 12:08,14156.0,EIRE
264491,514964,478.01,514964,07/07/10 12:08,15044.0,United Kingdom
264517,514966,164.82,514966,07/07/10 12:13,14770.0,United Kingdom
264526,514967,150.29999999999995,514967,07/07/10 12:21,17110.0,United Kingdom
264546,514968,-65.80000000000001,C514968,07/07/10 12:25,16554.0,United Kingdom
264549,514969,398.21,514969,07/07/10 12:28,17611.0,United Kingdom
264575,514970,518.78,514970,07/07/10 12:31,15133.0,United Kingdom
264588,514971,495.36,514971,07/07/10 12:32,16209.0,United Kingdom
264591,514972,1169.02,514972,07/07/10 12:34,16873.0,United Kingdom
264632,514973,456.94000000000005,514973,07/07/10 12:43,17213.0,United Kingdom
264661,514974,209.9,514974,07/07/10 12:45,14467.0,United Kingdom
264684,514975,102.0,514975,07/07/10 12:50,14199.0,United Kingdom
264685,514976,173.70000000000002,514976,07/07/10 12:53,16197.0,United Kingdom
264692,514977,-16.55,C514977,07/07/10 01:22,17841.0,United Kingdom
264695,514978,362.74,514978,07/07/10 01:35,14101.0,United Kingdom
264703,514979,771.65,514979,07/07/10 01:38,14911.0,EIRE
264714,514980,-64.5,C514980,07/07/10 01:39,14530.0,United Kingdom
264715,514981,27.900000000000002,514981,07/07/10 01:41,14530.0,United Kingdom
264716,514982,100.3,514982,07/07/10 01:43,16934.0,United Kingdom
264722,514983,31.85,514983,07/07/10 01:46,17129.0,United Kingdom
264724,514984,221.81000000000006,514984,07/07/10 01:50,17841.0,United Kingdom
264767,514985,114.49000000000002,514985,07/07/10 01:55,15494.0,United Kingdom
264809,514988,5.72,514988,07/07/10 02:06,,United Kingdom
264814,514989,244.84999999999997,514989,07/07/10 02:07,17706.0,United Kingdom
264833,514990,23.6,514990,07/07/10 02:10,17706.0,United Kingdom
264834,514993,611.6700000000001,514993,07/07/10 02:32,13593.0,United Kingdom
264887,514994,0.0,514994,07/07/10 02:52,,United Kingdom
264888,514995,0.0,514995,07/07/10 02:52,,United Kingdom
264889,514996,243.35999999999999,514996,07/07/10 02:53,16422.0,United Kingdom
264890,514997,0.0,514997,07/07/10 02:54,,United Kingdom
264891,514998,192.88,514998,07/07/10 03:00,13534.0,United Kingdom
264902,514999,278.57,514999,07/07/10 03:15,16607.0,United Kingdom
264918,515001,0.0,515001,07/07/10 03:35,,United Kingdom
264919,515002,0.0,515002,07/07/10 03:35,,United Kingdom
264920,515003,306.5799999999999,515003,07/07/10 03:41,16649.0,United Kingdom
264940,515004,266.47,515004,07/07/10 03:43,13288.0,United Kingdom
264946,515005,285.31000000000006,515005,07/07/10 03:44,13901.0,United Kingdom
264964,515006,529.5699999999999,515006,07/07/10 03:52,13093.0,United Kingdom
264973,515007,85.0,515007,07/07/10 03:53,,United Kingdom
264976,515008,133.45,515008,07/07/10 03:58,15056.0,United Kingdom
264983,515009,629.8,515009,07/07/10 04:00,14175.0,United Kingdom
265013,515010,341.3999999999999,515010,07/07/10 04:04,14498.0,United Kingdom
265036,515011,-55.25,C515011,07/07/10 04:10,,United Kingdom
265039,515012,1760.3899999999996,515012,07/07/10 04:14,15581.0,United Kingdom
265188,515013,1991.0600000000006,515013,07/07/10 04:29,,United Kingdom
265368,515014,-1588.51,C515014,07/07/10 04:32,15581.0,United Kingdom
265369,515015,334.53,515015,07/07/10 04:50,16954.0,United Kingdom
265374,515016,273.96000000000004,515016,07/07/10 05:25,13677.0,United Kingdom
265435,515017,136.5,515017,07/07/10 05:27,13969.0,United Kingdom
265451,515018,607.6199999999999,515018,07/08/10 08:08,14639.0,United Kingdom
265488,515019,243.6,515019,07/08/10 09:00,12712.0,Germany
265502,515020,333.46999999999997,515020,07/08/10 09:13,12399.0,Belgium
265523,515021,164.70000000000002,515021,07/08/10 09:15,18276.0,United Kingdom
265533,515022,92.75999999999999,515022,07/08/10 10:00,13117.0,United Kingdom
265541,515023,300.65,515023,07/08/10 10:02,16133.0,United Kingdom
265546,515024,511.38,515024,07/08/10 10:06,12975.0,United Kingdom
265568,515025,304.97,515025,07/08/10 10:07,15127.0,United Kingdom
265580,515026,303.34999999999997,515026,07/08/10 10:15,17623.0,United Kingdom
265592,515027,330.5299999999999,515027,07/08/10 10:24,17519.0,United Kingdom
265611,515028,300.56,515028,07/08/10 10:26,13102.0,United Kingdom
265623,515029,467.13,515029,07/08/10 10:31,13201.0,United Kingdom
265647,515030,160.8,515030,07/08/10 10:35,16119.0,United Kingdom
265650,515036,156.3,515036,07/08/10 10:44,17368.0,United Kingdom
265652,515048,0.0,515048,07/08/10 10:48,,United Kingdom
265653,515049,0.0,515049,07/08/10 10:50,,United Kingdom
265654,515052,0.0,515052,07/08/10 10:50,,United Kingdom
265655,515055,0.0,515055,07/08/10 10:53,,United Kingdom
265656,515058,0.0,515058,07/08/10 10:54,,United Kingdom
265657,515060,0.0,515060,07/08/10 10:54,,United Kingdom
265658,515063,0.0,515063,07/08/10 10:55,,United Kingdom
265659,515066,0.0,515066,07/08/10 10:56,,United Kingdom
265660,515069,0.0,515069,07/08/10 10:57,,United Kingdom
265661,515073,0.0,515073,07/08/10 10:57,,United Kingdom
265662,515080,-1.65,C515080,07/08/10 10:59,13877.0,United Kingdom
265663,515088,66.8,515088,07/08/10 11:01,17988.0,United Kingdom
265683,515091,110.3,515091,07/08/10 11:11,16544.0,United Kingdom
265690,515092,-153.29999999999998,C515092,07/08/10 11:31,14299.0,United Kingdom
265692,515093,326.29999999999995,515093,07/08/10 11:33,16057.0,United Kingdom
265711,515094,543.48,515094,07/08/10 11:40,17389.0,United Kingdom
265721,515095,-55.349999999999994,C515095,07/08/10 11:42,16570.0,United Kingdom
265726,515096,300.45,515096,07/08/10 11:44,16539.0,United Kingdom
265743,515097,132.55,515097,07/08/10 11:47,14882.0,United Kingdom
265748,515098,76.75,515098,07/08/10 11:50,13835.0,United Kingdom
265753,515099,239.1,515099,07/08/10 11:54,13468.0,United Kingdom
265766,515100,89.50000000000001,515100,07/08/10 11:59,14527.0,United Kingdom
265778,515101,-8.949999999999998,C515101,07/08/10 12:01,14527.0,United Kingdom
265779,515102,116.2,515102,07/08/10 12:10,,United Kingdom
265788,515103,-51.5,C515103,07/08/10 12:13,13668.0,United Kingdom
265791,515104,123.54,515104,07/08/10 12:14,,United Kingdom
265799,515105,-2.95,C515105,07/08/10 12:18,18172.0,United Kingdom
265800,515106,-8.949999999999998,C515106,07/08/10 12:18,14527.0,United Kingdom
265801,515107,309.46,515107,07/08/10 12:19,14621.0,United Kingdom
265819,515108,9.95,515108,07/08/10 12:24,,United Kingdom
265824,515109,87.99,515109,07/08/10 12:24,16918.0,United Kingdom
265837,515110,328.20000000000005,515110,07/08/10 12:27,13408.0,United Kingdom
265843,515111,204.23999999999995,515111,07/08/10 12:28,16266.0,United Kingdom
265852,515112,29.700000000000003,515112,07/08/10 12:29,13408.0,United Kingdom
265853,515113,71.0,515113,07/08/10 12:31,16266.0,United Kingdom
265857,515114,655.4100000000001,515114,07/08/10 12:32,13668.0,United Kingdom
265878,515115,420.07999999999987,515115,07/08/10 01:07,16383.0,United Kingdom
265939,515116,444.0299999999999,515116,07/08/10 01:10,13001.0,United Kingdom
265956,515117,508.0200000000001,515117,07/08/10 01:29,15513.0,United Kingdom
265967,515118,288.09999999999997,515118,07/08/10 01:31,12782.0,Portugal
265983,515119,279.18,515119,07/08/10 01:35,15518.0,United Kingdom
266012,515120,-7.5,C515120,07/08/10 01:45,14655.0,United Kingdom
266013,515121,259.75,515121,07/08/10 01:49,15005.0,United Kingdom
266055,515122,322.1,515122,07/08/10 01:59,12863.0,United Kingdom
266062,515123,715.0200000000001,515123,07/08/10 02:06,12592.0,Germany
266093,515124,147.17999999999995,515124,07/08/10 02:09,16008.0,United Kingdom
266110,515125,-715.02,C515125,07/08/10 02:14,12592.0,Germany
266111,515126,637.4,515126,07/08/10 02:18,16650.0,United Kingdom
266146,515127,636.04,515127,07/08/10 02:18,14695.0,United Kingdom
266179,515128,715.02,515128,07/08/10 02:18,12592.0,Germany
266180,515133,-661.02,C515133,07/08/10 02:20,12592.0,Germany
266181,515139,-54.0,C515139,07/08/10 02:21,12592.0,Germany
266182,515141,134.89999999999998,515141,07/08/10 02:24,14692.0,United Kingdom
266192,515146,715.0200000000001,515146,07/08/10 02:26,12592.0,Germany
266223,515148,14.899999999999999,515148,07/08/10 02:31,,United Kingdom
266225,515149,716.0800000000003,515149,07/08/10 02:45,12963.0,United Kingdom
266268,515150,231.33999999999997,515150,07/08/10 02:48,18279.0,United Kingdom
266281,515151,-21.9,C515151,07/08/10 02:56,14154.0,United Kingdom
266282,515152,104.1,515152,07/08/10 03:01,15681.0,United Kingdom
266284,515153,-17.85,C515153,07/08/10 03:02,12693.0,Germany
266285,515154,306.3,515154,07/08/10 03:09,13078.0,United Kingdom
266295,515155,-3.9,C515155,07/08/10 03:14,13564.0,United Kingdom
266296,515156,313.25,515156,07/08/10 03:29,16466.0,United Kingdom
266300,515157,129.20000000000002,515157,07/08/10 03:30,13571.0,United Kingdom
266322,515158,0.0,515158,07/08/10 03:31,,United Kingdom
266323,515159,0.0,515159,07/08/10 03:32,,United Kingdom
266324,515160,0.0,515160,07/08/10 03:33,,United Kingdom
266325,515161,345.1,515161,07/08/10 03:38,12841.0,United Kingdom
266348,515162,0.0,515162,07/08/10 03:41,,United Kingdom
266349,515163,0.0,515163,07/08/10 03:42,,United Kingdom
266350,515164,0.0,515164,07/08/10 03:43,,United Kingdom
266351,515165,908.32,515165,07/08/10 04:08,13564.0,United Kingdom
266443,515166,107.17000000000002,515166,07/08/10 04:12,17920.0,United Kingdom
266471,515167,16.75,515167,07/08/10 04:14,13564.0,United Kingdom
266473,515168,9.9,515168,07/08/10 04:29,13564.0,United Kingdom
266475,515173,16.35,515173,07/08/10 04:51,,United Kingdom
266480,515174,516.4100000000001,515174,07/08/10 04:56,15101.0,United Kingdom
266508,515175,306.22,515175,07/08/10 05:08,13777.0,United Kingdom
266515,515176,99.9,515176,07/08/10 05:47,13399.0,United Kingdom
